lon;lat;depth;slip;strike;dip;rake;width;length;rupture
35.58529321;34.34546407;494.975;0.50782;25;45;90;200;1000;9.3
35.58991905;34.35362189;494.975;0.40028;25;45;90;200;1000;9.495
35.59454579;34.36177953;494.975;0.59433;25;45;90;200;1000;9.682
35.59917342;34.36993698;494.975;0;25;45;90;200;1000;9.904
35.60380195;34.37809425;494.975;0;25;45;90;200;1000;10.115
35.60843138;34.38625133;494.975;0.16897;25;45;90;200;1000;10.334
35.61306171;34.39440822;494.975;0.59442;25;45;90;200;1000;10.555
35.61769293;34.40256493;494.975;0.89035;25;45;90;200;1000;10.753
35.62232506;34.41072145;494.975;1.1694;25;45;90;200;1000;10.972
35.62695808;34.41887779;494.975;0;25;45;90;200;1000;11.214
35.631592;34.42703393;494.975;0;25;45;90;200;1000;11.451
35.63622683;34.4351899;494.975;0;25;45;90;200;1000;11.749
35.64086255;34.44334567;494.975;0;25;45;90;200;1000;12.031
35.64549918;34.45150126;494.975;0;25;45;90;200;1000;12.282
35.65013671;34.45965666;494.975;0;25;45;90;200;1000;12.521
35.65477514;34.46781188;494.975;0;25;45;90;200;1000;12.797
35.65941447;34.47596691;494.975;0;25;45;90;200;1000;13.06
35.66405471;34.48412175;494.975;0;25;45;90;200;1000;13.289
35.66869584;34.49227641;494.975;0;25;45;90;200;1000;13.571
35.67333789;34.50043087;494.975;0;25;45;90;200;1000;13.839
35.67798083;34.50858515;494.975;0;25;45;90;200;1000;14.163
35.68262469;34.51673925;494.975;0;25;45;90;200;1000;14.479
35.68726944;34.52489315;494.975;0;25;45;90;200;1000;14.782
35.69191511;34.53304687;494.975;0;25;45;90;200;1000;15.176
35.69656167;34.5412004;494.975;0;25;45;90;200;1000;15.519
35.70120915;34.54935374;494.975;0;25;45;90;200;1000;15.85
35.70585753;34.5575069;494.975;0;25;45;90;200;1000;16.135
35.71050682;34.56565986;494.975;0;25;45;90;200;1000;16.354
35.71515701;34.57381264;494.975;0;25;45;90;200;1000;16.622
35.26050714;33.76525052;636.396;0.24713;25;45;90;200;1000;11.913
35.26507054;33.7734213;636.396;0;25;45;90;200;1000;11.705
35.26963481;33.78159191;636.396;0.29145;25;45;90;200;1000;11.483
